,communityName,state,householsize,agePct12t29,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding
1026,Radford,VA,3.06,57.65,7.97,24.08,5.44,0.0,32.21,24.56,29.06,6.07,18.06,38.96,13.55,31.54,2.91,73.58,71.6,1.27,0.018130489335006272,94.74,47.84,2.08,35.99,0.0,0.36369999999999997,0,6.13,41.62
1027,Rahway,NJ,2.63,24.54,14.22,31.55,3.31,7.62,6.42,22.83,17.78,5.36,22.44,20.91,13.59,24.38,3.14,75.06,68.31,3.2,0.014452122408687068,96.34,65.72,5.74,40.44,0.0,0.39007,0,3.44,25.19
1028,Raleigh,NC,2.42,35.77,7.94,17.63,4.07,2.79,11.8,13.44,40.56,3.97,12.34,27.11,7.46,35.46,2.92,69.26,72.95,6.06,0.032800996388572305,92.64,46.88,1.06,22.25,3.375795259460161e-05,0.8427,1,3.75,52.95
1029,Ramsey,MN,3.43,29.87,1.91,7.08,3.12,1.69,2.04,7.5,14.35,4.97,27.01,18.61,15.91,22.24,3.6,90.82,77.12,0.97,0.004352030947775629,98.53,96.49,1.85,40.74,0.0,0.18508000000000002,0,1.02,11.44
1030,Rancho Cucamonga,CA,3.01,28.75,4.73,12.48,4.64,0.51,5.47,14.0,21.06,4.87,18.18,19.62,10.78,29.91,3.41,81.2,64.36,1.69,0.026940409628336735,92.49,70.28,0.88,13.69,0.0,0.34063,0,3.56,63.8475
1031,Rancho Palos Verdes,CA,2.79,21.14,11.17,20.73,1.85,0.81,3.16,4.79,53.58,2.33,21.21,27.54,3.88,54.05,3.04,88.39,53.23,0.8,0.012602318826664106,96.61,81.73,1.14,21.52,0.0,0.32461,0,1.65,39.53
1032,Randolph,MA,2.76,25.49,13.23,29.31,5.35,5.72,4.88,15.28,21.81,6.41,14.28,24.07,9.92,27.11,3.23,82.39,70.61,1.41,0.012328448476389859,96.7,70.89,1.89,23.18,0.0,0.20647,0,2.295,32.510000000000005
1033,Rapid City,SD,2.58,28.86,10.26,24.57,6.79,0.46,13.65,15.07,23.35,5.21,11.89,26.65,11.29,26.3,3.06,72.67,74.86,2.62,0.02527373768868184,93.88,57.27,1.09,19.3,0.0,0.44293,0,6.01,34.66
1034,Raritan,NJ,2.83,23.03,7.24,14.7,1.45,1.55,2.31,10.04,42.03,2.46,19.18,23.2,7.33,39.63,3.15,91.65,64.99,0.73,0.022476946721311477,94.03,85.76,0.57,60.97,0.0,0.05631,0,1.16,11.34
1035,Reading,PA,2.5,28.24,15.0,33.29,11.99,7.29,19.41,41.57,8.52,8.63,29.52,19.46,26.73,15.93,3.1,55.5,64.73,8.86,0.03665475886705792,91.62,55.92,9.05,42.15,8.076039806072978e-05,1.19553,0,3.68,30.52416666666667
1036,Red Bluff,CA,2.57,26.6,14.06,29.57,20.02,0.0,20.41,21.66,10.49,9.88,21.15,20.09,20.23,17.96,3.04,63.66,53.18,3.38,0.020221629054436627,95.06,50.21,0.4,33.6,0.0,0.9812000000000001,0,9.2,54.64
1037,Redding,CA,2.55,25.05,13.0,28.7,14.66,0.86,14.31,19.01,16.64,8.74,9.42,26.47,11.87,27.55,2.97,67.38,62.15,2.26,0.017047335319430652,95.84,53.47,2.38,24.36,0.0,0.63189,1,7.182499999999999,51.8675
1038,Redlands,CA,2.75,27.56,10.33,22.9,7.29,0.37,8.98,15.38,31.26,4.78,9.58,34.83,8.49,37.1,3.19,75.19,64.88,2.24,0.01993575520747094,94.81,59.24,1.16,19.35,0.0,0.7278300000000001,0,5.52,62.19
1039,Redmond,WA,2.53,28.06,6.05,12.28,2.07,4.89,3.63,5.98,40.94,2.85,18.33,19.19,7.65,38.03,3.07,78.9,71.65,1.36,0.02287709497206704,94.53,57.62,0.37,5.62,0.0,0.14351,0,2.155,61.504999999999995
1040,Redondo Beach,CA,2.25,29.76,6.69,12.87,3.53,1.41,5.59,9.58,40.44,3.38,24.94,18.23,5.48,42.6,2.82,70.93,69.11,3.45,0.024980471022321205,94.67,46.37,0.93,14.24,0.0,0.59945,0,5.21,49.62
1041,Redwood City,CA,2.59,27.2,10.46,21.07,5.3,3.85,8.3,18.45,27.09,3.82,16.31,21.5,10.24,29.66,3.08,72.39,73.54,3.48,0.020492795737982808,94.96,50.78,0.59,15.81,0.0,0.7265900000000001,1,10.415,32.3375
1042,Reedley,CA,3.42,32.3,10.11,26.87,14.48,0.91,22.42,46.11,10.39,15.46,10.78,20.62,15.6,16.62,3.66,72.71,66.27,5.6,0.009309100120321703,96.91,57.43,2.04,32.65,0.0,0.72494,0,10.86,65.1
1043,Reidsville,NC,2.41,24.77,18.12,36.66,8.63,0.0,18.5,38.79,15.26,6.23,37.99,21.94,27.64,23.38,2.96,56.34,75.4,6.82,0.025855700566362966,94.13,58.15,0.95,58.41,0.0,0.49972000000000005,0,7.83,68.33
1044,Reno,NV,2.34,28.35,10.86,21.87,4.38,5.12,11.52,18.06,22.41,5.5,6.23,19.12,10.43,24.98,2.92,68.12,73.31,3.01,0.030616361598804633,93.32,42.61,0.71,14.42,3.7504669406051544e-05,0.68749,1,4.05,23.66
1045,Renton,WA,2.29,29.47,9.57,19.97,5.93,5.02,7.02,14.49,21.76,4.58,31.33,13.48,11.42,28.86,2.92,69.04,67.91,2.38,0.024563423527154096,94.68,48.52,1.27,23.44,0.0,0.59665,0,3.46,62.425
1046,Rexburg,ID,4.18,63.14,4.21,14.65,3.97,0.5,41.77,11.88,19.93,8.7,10.01,40.07,14.45,23.9,3.72,86.22,60.28,0.25,0.009509159558103763,96.17,40.43,1.47,36.76,0.0,0.05373,0,7.35,76.07
1047,Rialto,CA,3.31,28.59,6.19,20.68,12.49,0.82,12.12,26.81,10.16,8.12,17.46,19.91,19.44,19.31,3.67,73.99,60.06,5.08,0.026841465436260155,91.85,70.04,2.32,25.48,0.0,1.38076,0,6.72,74.09
1048,Richardson,TX,2.75,23.92,6.87,14.27,1.79,1.95,4.42,6.66,45.89,3.88,17.41,22.73,4.99,41.77,3.09,80.83,70.48,0.81,0.020229823623730624,94.73,70.26,1.45,28.53,3.9283805451630146e-05,0.27213,0,2.85,18.956666666666667
1049,Richland,WA,2.46,24.34,11.66,23.66,5.55,6.79,7.79,9.66,34.73,5.05,11.42,38.51,6.95,42.59,3.01,76.28,65.26,1.6,0.0219712207952963,94.88,61.96,1.97,49.15,0.0,0.23123,0,2.965,53.61
1050,Richmond,VA,2.38,29.11,13.66,28.24,10.18,12.86,20.89,31.91,24.24,6.43,12.18,27.61,14.02,27.35,2.97,45.21,70.49,13.21,0.043357497439130095,90.65,46.3,10.89,40.3,2.2850839177369788e-05,1.61717,1,6.7823529411764705,34.09235294117647
1051,Ridgecrest,CA,2.68,28.5,6.36,13.71,4.61,0.35,7.18,13.13,26.67,4.84,7.99,22.17,6.43,40.96,3.17,78.24,70.31,1.55,0.032461677186654644,92.0,60.47,0.56,16.33,0.0,0.70063,0,7.86,68.39
1052,Ridgefield Park,NJ,2.51,27.03,12.44,26.99,4.92,12.87,5.1,21.54,21.32,4.59,16.31,19.22,11.11,30.53,3.14,80.93,66.99,2.15,0.012766982495583749,96.9,54.22,1.89,52.2,0.0,0.07154,0,6.66,68.21
1053,Ridgeland,MS,2.08,37.64,5.19,11.54,2.06,0.47,4.88,8.27,46.51,3.2,8.19,29.72,5.55,39.37,2.87,76.08,80.31,2.21,0.04404985487450913,91.6,34.83,0.39,13.37,0.0,0.2529,0,6.94,49.12
1054,Ridgewood,NJ,2.89,22.18,11.06,25.51,2.25,14.09,2.1,6.57,56.4,3.11,13.1,32.71,3.88,53.61,3.26,89.59,51.41,1.34,0.012918184829413714,96.4,78.57,2.24,28.53,0.0,0.08084000000000001,0,0.65,8.82
1055,Ringwood,NJ,3.19,25.61,5.56,15.62,3.33,3.29,1.74,10.49,31.87,5.57,18.38,24.65,8.31,36.85,3.42,90.2,62.19,0.69,0.014655787055375109,95.53,92.59,1.08,58.92,0.0,0.01503,0,2.05,21.59
1056,River Falls,WI,3.1,46.96,7.05,20.12,6.35,0.91,14.69,12.51,30.51,6.32,16.32,30.9,15.06,23.7,3.11,74.67,82.21,2.51,0.009330819981149858,97.19,50.99,0.0,20.2,0.0,0.10333,0,2.83,51.24
1057,Riverside,CA,3.0,31.46,8.01,19.83,8.89,1.58,11.94,22.23,19.32,6.91,16.66,24.97,14.75,26.24,3.4,73.0,63.13,3.98,0.02109004216242467,94.05,56.27,2.43,18.88,9.27131851394009e-06,1.63675,1,8.2575,61.22
1058,Roanoke,VA,2.35,25.45,15.0,32.93,8.82,2.96,16.08,32.03,15.65,5.47,16.36,22.75,17.62,20.81,2.91,60.93,69.6,6.48,0.03479361390914655,92.44,56.63,4.5,34.62,6.006410987893814e-05,0.5788,1,7.42375,29.85125
1059,Roanoke Rapids,NC,2.49,25.4,13.85,30.53,10.58,0.19,18.64,34.35,11.85,6.92,22.56,18.71,17.97,21.46,3.01,66.08,71.61,3.53,0.026523343086121358,93.81,62.27,0.72,42.45,0.0,0.63479,0,11.94,67.92
1060,Rochester,NY,2.47,31.43,10.4,24.83,16.52,10.77,23.5,31.21,18.99,8.8,24.75,29.63,16.58,24.85,3.14,46.1,63.2,14.34,0.03258129133640712,92.54,44.0,9.51,32.68,2.3355609663437463e-05,1.17184,1,6.170740740740741,45.684814814814814
1061,Rock Hill,SC,2.84,34.13,11.19,26.42,7.67,0.23,16.38,37.12,17.69,6.92,26.69,20.14,22.06,21.81,3.18,61.2,75.86,8.81,0.024325817064092405,93.54,53.87,3.65,34.16,0.0,2.04792,0,5.39,49.11
1062,Rock Springs,WY,2.67,26.48,8.64,20.87,5.74,5.76,8.87,17.5,14.84,5.13,7.72,19.53,14.84,21.27,3.22,78.88,68.72,1.06,0.04876640419947507,88.47,67.27,7.53,52.42,0.0,0.64983,0,5.92,33.64
1063,Rockaway,NJ,2.83,25.06,7.8,17.26,1.74,2.31,2.12,10.62,35.65,3.27,17.99,21.66,7.7,36.02,3.18,87.97,67.58,0.43,0.02907214387901083,92.39,82.46,1.41,41.65,0.0,0.17263,0,2.15,11.76
1064,Rockledge,FL,2.63,23.09,13.65,27.98,2.74,0.58,5.75,14.21,21.25,5.39,18.44,24.03,9.88,32.44,2.96,77.22,75.78,1.41,0.0272732946389565,93.31,77.85,1.14,29.52,0.0,0.56071,0,5.5,53.1
1065,Rocklin,CA,2.69,24.39,8.68,19.56,6.22,1.17,5.61,10.74,26.07,4.44,12.8,18.99,10.65,31.5,3.07,79.72,67.94,1.06,0.026060001050806494,93.44,66.93,0.4,13.71,0.0,0.17078,0,2.4,48.35
1066,Rockville Centre,NY,2.7,22.53,15.34,33.78,3.93,21.8,3.32,12.32,43.95,3.63,9.15,32.82,5.47,45.52,3.27,85.93,63.61,1.76,0.013345735430905488,96.53,68.27,0.91,34.85,0.0,0.18787,0,1.18,11.16
1067,Rockwall,TX,2.69,24.67,8.38,18.19,1.88,0.56,7.64,13.65,36.96,4.58,16.18,24.17,5.83,41.77,3.06,83.3,64.0,0.77,0.04453557123784093,89.29,68.35,1.28,47.75,0.0,0.39421,0,2.76,29.26
1068,Rocky Mount,NC,2.6,26.53,11.9,27.54,11.28,0.56,18.09,33.07,16.67,5.66,28.68,18.4,24.69,23.99,3.13,58.43,72.24,9.71,0.02657305549319346,93.55,52.64,1.84,27.65,7.22493213870237e-05,1.27511,0,9.823333333333332,64.5
1069,Rogers,AR,2.54,25.81,14.62,31.04,3.92,0.0,8.72,22.43,15.11,3.31,27.42,16.18,22.66,21.56,2.96,78.73,75.45,0.89,0.023732382958043093,94.31,63.8,0.34,26.45,0.0,0.20423,0,5.43,54.0
1070,Rohnert Park,CA,2.71,32.18,6.98,18.13,6.27,2.85,8.54,12.46,21.82,5.31,13.06,18.37,11.39,23.89,3.16,74.62,71.87,1.5,0.013929416946539668,96.36,55.84,0.2,12.85,0.0,0.9576399999999999,0,2.98,49.25
1071,Rolla,MO,2.65,41.21,11.83,25.54,6.94,0.11,22.38,23.16,28.32,6.71,7.43,37.38,9.38,31.65,2.91,73.08,66.34,1.23,0.038892831795599714,90.66,47.99,0.36,35.04,0.0,0.16773,0,9.27,45.44
1072,Rome,NY,2.82,31.07,12.24,30.0,8.39,1.5,12.06,25.67,15.43,5.86,13.4,29.18,12.44,25.84,3.11,73.08,66.74,2.66,0.02045095828635851,94.56,53.4,0.77,29.22,0.0,0.14042,1,5.960000000000001,56.68000000000001
1073,Roseburg,OR,2.52,23.93,15.37,33.09,6.66,0.69,14.7,23.31,15.61,7.28,19.66,24.97,18.67,24.1,2.95,68.05,67.26,2.11,0.017731329262564585,95.72,55.51,3.97,37.09,0.0,0.32281,0,5.44,60.35
1074,Roselle,NJ,2.67,26.19,13.53,29.84,5.99,9.49,5.31,22.6,19.69,7.62,20.05,20.4,16.92,24.41,3.28,72.35,72.83,5.07,0.014472777394900068,96.28,62.04,1.02,30.95,0.0,0.48361000000000004,0,3.67,31.84
1075,Roselle Park,NJ,2.53,27.15,13.45,27.84,4.94,6.71,3.34,21.14,22.81,5.37,21.31,21.63,14.26,27.32,3.1,82.35,66.5,1.02,0.012573213588442015,96.92,58.97,1.86,32.92,0.0,0.14646,0,2.41,31.01
1076,Rosemead,CA,3.77,31.91,8.05,20.08,17.5,5.62,20.02,46.16,9.96,8.41,21.64,17.73,21.77,15.41,4.08,74.0,55.16,5.27,0.008385297649018165,96.94,49.32,2.77,32.56,0.0,1.26231,0,10.62,62.86
1077,Rosenberg,TX,2.97,28.64,8.99,22.6,6.59,0.08,21.54,41.17,9.4,6.18,15.55,23.55,17.96,15.13,3.44,72.11,73.75,2.04,0.03052073527225883,91.7,55.23,5.19,61.2,0.0,1.19922,0,5.11,32.6
1078,Roseville,CA,2.69,24.5,9.87,22.07,7.17,0.93,6.83,13.08,23.96,4.99,11.22,20.03,9.81,30.69,3.08,76.12,70.29,1.7,0.02647420834732013,93.35,65.99,1.52,17.67,0.0,0.54049,1,2.3325,44.14
1079,Roswell,NM,2.76,26.56,14.38,33.84,10.49,0.07,21.62,30.72,15.1,6.51,16.31,24.75,17.64,24.42,3.19,69.39,65.74,3.18,0.04584135799704394,88.78,69.08,5.52,60.77,0.0,0.81602,0,4.926666666666667,51.26
1080,Round Rock,TX,2.93,30.4,4.14,11.4,2.52,0.22,9.05,14.97,22.12,4.03,20.67,19.2,12.02,25.78,3.32,78.66,76.61,1.11,0.03657471784755684,90.33,53.96,3.18,30.5,0.0,0.18477000000000002,0,2.55,31.375
1081,Rowlett,TX,3.08,26.12,2.87,9.17,1.79,1.23,2.53,9.43,27.42,3.14,18.73,20.05,8.62,34.06,3.3,89.58,76.0,1.2,0.02545141874462597,92.74,87.95,2.03,53.21,0.0,0.34987,0,4.07,43.98
1082,Roy,UT,3.21,29.37,7.28,18.46,3.09,1.24,4.38,11.27,15.58,4.05,17.53,15.89,14.12,26.29,3.56,82.97,82.08,0.09,0.01138072592773239,96.47,80.52,0.36,39.29,0.0,0.36805,0,5.53,66.79
1083,Russellville,AR,2.65,33.21,11.46,26.96,5.93,0.36,14.73,27.12,20.76,6.58,19.58,22.0,15.2,25.74,2.98,74.66,69.32,1.33,0.029680150517403574,92.71,58.21,0.63,30.9,0.0,0.22944,0,5.43,30.73
1084,Ruston,LA,2.89,46.46,9.8,23.83,7.7,0.28,30.26,21.53,33.99,10.69,10.0,40.94,9.92,34.21,3.1,65.83,68.77,8.68,0.03675038697758027,90.4,49.81,4.21,41.98,0.0,1.2939500000000002,0,9.65,51.19
1085,Rutland,VT,2.42,25.35,15.23,33.08,10.93,0.49,12.1,22.35,19.22,6.24,14.16,21.64,14.33,23.61,2.95,69.6,67.49,1.91,0.03099286889742183,93.01,53.42,4.25,33.1,0.0,0.13606000000000001,1,7.13,21.73
1086,Rye,NY,2.75,22.13,12.61,25.36,1.87,28.72,3.85,9.91,51.24,2.55,10.26,27.57,2.71,49.71,3.15,88.47,41.95,0.61,0.012587038028923407,96.65,71.63,0.53,26.6,0.0,0.03338,0,0.47,6.27
1087,Saco,ME,2.54,26.84,12.05,26.95,5.55,0.83,6.07,19.37,20.74,5.98,21.38,25.54,14.6,26.37,3.01,78.41,76.98,1.1,0.05585929780646861,87.58,63.15,3.89,71.34,0.0,0.06494,0,3.81,44.86
1088,Sacramento,CA,2.56,27.55,10.87,23.83,16.16,4.1,17.21,23.06,23.49,7.6,7.73,24.18,10.6,30.03,3.19,61.53,62.6,5.53,0.02414413926603766,94.19,51.32,6.06,23.16,2.3499790180444815e-05,1.29043,1,10.741739130434782,61.92260869565217
1089,Safety Harbor,FL,2.56,21.05,14.45,29.36,3.51,0.55,7.33,12.19,28.31,4.5,12.7,24.55,7.36,34.87,2.92,82.31,72.02,2.2,0.03147315524993388,92.53,81.99,0.42,38.45,0.0,0.40819,0,5.68,44.86
1090,Salem,VA,2.59,26.17,14.86,31.69,3.32,0.06,5.16,23.91,17.85,2.39,16.85,25.01,17.44,24.72,2.87,76.78,75.08,1.43,0.01885839366896784,95.34,67.43,0.67,20.98,0.0,0.1022,1,4.73,52.215555555555554
1091,Salinas,CA,3.26,31.46,7.53,20.87,11.66,2.28,15.58,37.7,13.02,10.81,10.03,17.8,14.34,17.77,3.67,71.15,67.53,4.96,0.011188026880682498,96.48,46.25,0.99,14.05,7.657868850951948e-05,1.21994,1,11.23,51.56571428571429
1092,Salisbury,NC,2.52,25.94,18.16,35.88,9.11,1.19,15.58,30.65,20.71,4.31,29.03,26.11,22.8,25.19,2.92,58.94,74.26,5.77,0.03222592801143501,92.49,56.42,2.55,40.05,0.0,1.1240299999999999,0,5.6325,58.89
1093,Salt Lake City,UT,2.4,29.8,12.73,27.49,6.69,5.81,16.4,16.96,30.44,5.58,12.0,31.17,12.27,32.51,3.13,70.53,65.9,3.07,0.04442401960784314,90.37,49.38,6.81,33.37,4.2517006802721085e-05,0.7976599999999999,1,8.47375,48.88
1094,San Angelo,TX,2.76,29.95,11.57,27.01,6.25,0.68,18.5,29.08,17.61,7.71,12.63,25.81,14.72,23.56,3.16,74.97,71.83,1.9,0.04685465350285295,88.57,59.21,1.64,34.69,0.0001374387385467718,0.51219,0,10.65,52.74
1095,San Antonio,TX,2.86,30.35,9.5,23.0,9.58,5.0,22.64,30.87,17.84,8.92,9.01,25.46,12.34,25.0,3.41,68.55,63.45,3.48,0.041298896395361634,89.42,53.99,6.94,37.87,2.1048515224914604e-06,0.67257,1,8.533061224489796,52.92632653061224
1096,San Benito,TX,3.49,30.62,10.73,32.45,21.11,0.32,36.8,53.35,9.2,13.89,12.4,26.95,17.88,19.78,3.93,69.62,58.78,2.85,0.03895652173913043,88.02,67.22,10.59,40.43,0.0,0.5346000000000001,0,9.87,71.44
1097,San Bernardino,CA,3.01,30.37,9.0,23.34,17.98,1.72,22.79,31.91,12.71,10.69,12.3,24.82,15.67,20.9,3.43,61.49,55.83,7.94,0.026327331205379986,92.65,52.25,10.55,26.26,2.35130722935601e-05,3.04766,1,10.011666666666667,69.365
1098,San Bruno,CA,2.66,27.46,9.68,19.09,4.56,6.3,4.77,15.96,21.32,4.12,9.14,18.48,10.85,26.21,3.18,77.36,73.77,2.08,0.013808680475347142,96.46,62.5,1.86,19.14,0.0,0.28216,0,3.52,21.71
1099,San Carlos,CA,2.37,19.36,14.25,25.65,2.52,3.98,2.73,8.38,35.77,2.43,16.34,23.36,6.28,39.23,2.82,82.5,71.0,0.58,0.011235525662093477,97.41,72.37,0.68,21.09,0.0,0.20556,0,1.33,21.19
1100,San Clemente,CA,2.46,25.28,11.96,23.47,2.69,1.11,6.99,9.64,32.37,3.66,11.7,21.55,7.56,33.65,2.9,78.58,65.06,1.15,0.04927007299270073,89.19,58.59,0.0,16.54,0.0,0.31514,0,3.6,37.93
1101,San Diego,CA,2.73,32.67,9.3,20.08,8.81,4.41,13.38,17.74,29.77,5.72,13.89,25.46,8.76,32.52,3.23,70.7,62.71,4.5,0.0230750736797746,94.06,48.3,1.94,14.52,3.2236308348393455e-06,1.1628399999999999,1,7.399642857142857,45.05392857142857
1102,San Dimas,CA,2.96,26.1,8.38,16.95,5.8,1.36,5.44,14.84,26.72,3.42,17.08,24.37,8.82,34.98,3.26,80.76,68.31,2.09,0.01639040651912214,95.37,76.18,1.13,20.34,0.0,0.6057400000000001,0,3.46,64.75
1103,San Fernando,CA,4.01,33.45,6.82,22.3,12.18,5.34,17.68,59.31,5.41,9.65,35.42,11.95,33.69,9.64,4.24,74.46,56.54,6.53,0.007130203720106289,97.22,54.61,1.86,19.88,0.0,1.12923,0,10.24,65.4
1104,San Francisco,CA,2.37,26.71,12.88,23.77,10.42,34.88,12.66,21.98,35.04,6.2,9.25,27.26,8.94,34.65,3.21,67.71,68.6,4.91,0.03161366872985901,93.03,34.52,3.94,27.54,8.550207953765339e-06,1.8100699999999998,0,7.671739130434782,36.99608695652174
1105,San Gabriel,CA,3.04,28.64,11.71,23.06,11.63,4.86,15.17,29.14,21.79,6.15,16.25,21.07,13.28,25.09,3.47,73.05,60.21,3.61,0.014008620689655173,95.92,48.49,1.92,24.42,0.0,0.82257,0,9.465,56.84
1106,San Jacinto,CA,2.69,24.11,19.78,44.7,15.74,0.48,15.96,39.28,7.75,8.24,12.58,21.54,16.05,18.45,3.2,68.18,51.69,3.93,0.05077112893275756,87.98,67.17,0.73,38.88,0.0,0.61951,0,11.8,61.77
1107,San Jose,CA,3.13,30.37,6.56,15.98,8.94,3.58,9.31,22.84,25.33,5.54,31.29,17.88,12.77,28.7,3.5,74.89,66.95,3.89,0.011693222609709453,96.47,61.29,2.07,18.74,1.9814687925057014e-06,0.6461699999999999,1,5.818461538461539,42.87769230769231
1108,San Juan,TX,3.88,32.24,9.61,27.55,20.09,1.47,38.95,59.32,7.27,13.29,10.37,27.56,18.54,17.85,4.11,74.55,55.71,2.15,0.03458159963014332,88.16,71.91,9.36,23.53,0.0,0.30742,0,13.65,71.81
1109,San Leandro,CA,2.34,22.85,17.63,33.34,5.49,9.39,4.98,20.55,16.93,5.29,15.25,19.19,14.19,24.07,2.92,72.16,71.51,1.46,0.015551939961596529,96.49,58.51,0.28,19.79,0.0,0.9049400000000001,0,4.226666666666667,54.843333333333334
1110,San Luis Obispo,CA,2.48,47.67,10.54,22.18,4.81,2.03,27.39,11.01,34.88,5.68,6.26,30.07,7.97,30.38,2.82,70.76,70.33,1.7,0.02204585537918871,94.83,44.07,0.43,18.81,0.0,0.5899800000000001,1,2.35,14.03
1111,San Marcos,TX,2.92,57.5,6.27,15.0,6.04,2.35,37.13,32.16,27.47,10.05,9.22,34.68,13.07,27.2,3.29,68.47,68.38,4.32,0.037365619455171695,90.17,31.6,1.86,26.82,0.0,0.46198,0,8.23,49.76
1112,San Marino,CA,3.01,22.09,13.98,27.52,1.1,0.99,3.88,4.77,61.5,2.81,9.55,35.84,2.28,60.55,3.23,89.99,57.48,0.6,0.012500964580600356,96.37,93.91,0.0,45.06,0.0,0.19888,0,1.3,43.43
1113,San Mateo,CA,2.41,24.24,14.48,26.68,3.67,6.79,6.16,14.73,30.16,4.25,11.86,19.86,8.79,31.33,2.98,76.33,73.35,2.51,0.016938446061343378,96.08,53.17,0.83,17.06,6.32852162927263e-05,0.44066000000000005,1,2.47,23.1725
1114,San Pablo,CA,2.89,28.82,9.44,22.99,23.63,11.22,19.02,34.18,11.64,10.16,15.39,20.63,17.38,14.03,3.47,58.06,61.68,7.44,0.028380634390651086,92.42,47.14,3.78,18.35,0.0,2.60596,1,6.62,57.29
1115,San Rafael,CA,2.39,24.63,12.27,24.16,5.21,12.1,8.08,11.04,38.35,4.77,8.28,26.05,7.58,38.08,2.85,71.14,70.1,3.22,0.017436575489628955,96.01,54.47,0.83,16.0,0.0,0.56045,1,3.9066666666666667,27.5
1116,San Ramon,CA,2.75,26.5,4.06,9.64,1.76,1.9,1.75,4.62,42.86,2.77,14.35,18.85,4.6,40.29,3.18,84.96,70.0,1.01,0.0194317763362887,94.93,69.16,0.15,9.04,0.0,0.07979,1,1.47,23.99
1117,Sand Springs,OK,2.71,25.71,9.85,24.45,5.66,0.24,8.3,24.95,14.8,5.44,23.58,19.76,16.07,24.69,3.13,77.17,72.65,0.89,0.04131369738042487,89.92,70.89,4.73,64.67,0.0,0.39164,0,6.9,66.32
1118,Sandusky,OH,2.47,26.24,13.32,32.21,8.34,0.29,15.4,28.83,9.53,8.71,28.31,20.64,23.83,17.79,3.11,62.66,74.72,4.51,0.0455919903238812,89.89,57.48,0.81,46.06,0.0,0.29039,0,5.8,31.3
1119,Sandwich,MA,2.79,21.36,12.82,28.93,2.52,0.94,4.8,7.93,33.6,4.36,8.12,23.8,7.04,31.26,3.13,85.14,64.9,0.61,0.10839950932920137,76.8,83.73,1.19,19.06,0.0,0.54189,0,2.88,31.57
1120,Sandy,UT,3.86,28.26,3.14,10.48,2.59,2.34,4.21,6.93,29.42,3.56,12.64,22.87,8.39,31.54,4.1,89.17,65.64,0.43,0.009152921740520664,96.58,87.34,1.31,32.31,0.0,0.13168000000000002,0,4.46,59.94
1121,Sanford,ME,2.67,26.11,11.81,28.73,7.86,0.74,10.4,27.39,11.57,7.09,35.89,19.46,24.25,18.43,3.11,73.92,72.45,2.37,0.03279089087621561,91.94,63.49,1.34,44.56,0.0,0.033659999999999995,1,5.798,57.504
1122,Sanger,CA,3.48,30.54,9.22,27.39,18.31,0.0,21.04,50.77,6.69,15.72,18.17,15.84,25.55,14.71,3.76,70.65,68.18,5.65,0.005701051131302334,98.05,56.19,5.21,38.54,0.0,0.75426,0,8.7,67.1
1123,Santa Ana,CA,4.1,38.27,5.02,16.16,8.45,8.61,18.15,50.28,10.59,8.52,29.87,12.64,26.19,13.96,4.28,75.35,65.15,6.25,0.011445418087981971,95.52,48.29,3.24,14.66,1.9609044671854894e-05,1.09139,1,8.503333333333334,54.4
1124,Santa Barbara,CA,2.49,28.99,13.5,27.32,6.01,3.95,12.68,20.9,33.12,4.6,11.42,27.61,8.46,31.04,3.04,69.29,68.78,3.72,0.02194668754601442,94.82,42.17,0.53,17.52,4.230405160626848e-05,0.7797200000000001,1,6.61,30.712857142857143
1125,Santa Clara,CA,2.56,31.54,9.11,18.5,5.81,2.44,6.23,16.45,30.77,4.43,37.74,17.29,9.93,34.44,3.06,72.88,70.9,2.33,0.014186063901381218,96.49,47.07,1.81,14.31,4.454509523249976e-05,0.48297,0,4.05,29.573333333333334
1126,Santa Clarita,CA,2.88,27.8,5.74,13.87,3.73,0.69,3.71,12.06,25.87,3.51,19.11,19.71,8.2,33.07,3.25,82.82,68.17,2.08,0.02403246506751505,93.54,75.72,0.49,19.86,0.0,0.6243099999999999,0,3.77,58.81
1127,Santa Fe Springs,CA,3.33,29.07,11.06,31.93,17.31,2.65,10.57,40.94,7.06,8.61,28.17,16.49,23.17,14.86,3.75,71.46,61.59,5.43,0.010373711340206185,96.66,64.86,0.62,14.29,0.0,2.0893200000000003,0,5.49,60.45
1128,Santa Maria,CA,3.08,29.45,10.97,26.26,13.18,0.44,16.82,34.29,10.7,7.78,12.24,17.09,15.68,17.07,3.47,71.8,64.67,3.62,0.020184713791527968,94.15,53.83,0.16,18.84,0.0,0.77419,1,6.97,54.903333333333336
