communityName,state,population,householsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding,PctLocalEduFunding
Salisbury,NC,23087,2.52,14.89,25.94,14.88,18.16,35.88,9.11,1.19,15.58,11.71,30.65,20.71,4.31,54.78,29.03,26.11,22.8,25.19,2.92,58.94,53.22,63.14,64.51,65.83,74.26,5.77,0.03222592801143501,92.49,56.42,2.55,40.05,0.0,1124.03,0,5.6325,58.89,35.4675
Salt Lake City,UT,159936,2.4,13.62,29.8,14.84,12.73,27.49,6.69,5.81,16.4,4.69,16.96,30.44,5.58,61.65,12.0,31.17,12.27,32.51,3.13,70.53,69.97,77.97,75.6,57.54,65.9,3.07,0.04442401960784314,90.37,49.38,6.81,33.37,4.2517006802721085e-05,797.66,1,8.47375,48.88,42.64625
San Angelo,TX,84474,2.76,16.42,29.95,16.25,11.57,27.01,6.25,0.68,18.5,14.84,29.08,17.61,7.71,61.16,12.63,25.81,14.72,23.56,3.16,74.97,70.45,83.76,76.93,65.56,71.83,1.9,0.04685465350285295,88.57,59.21,1.64,34.69,0.0001374387385467718,512.19,0,10.65,52.74,36.61000000000001
San Antonio,TX,935933,2.86,15.89,30.35,14.98,9.5,23.0,9.58,5.0,22.64,17.05,30.87,17.84,8.92,58.48,9.01,25.46,12.34,25.0,3.41,68.55,62.53,75.83,70.16,56.69,63.45,3.48,0.041298896395361634,89.42,53.99,6.94,37.87,2.1048515224914604e-06,672.57,1,8.533061224489796,52.92632653061224,38.54224489795918
San Benito,TX,20125,3.49,18.77,30.62,14.78,10.73,32.45,21.11,0.32,36.8,40.75,53.35,9.2,13.89,47.8,12.4,26.95,17.88,19.78,3.93,69.62,62.38,78.99,74.25,56.57,58.78,2.85,0.03895652173913043,88.02,67.22,10.59,40.43,0.0,534.6,0,9.87,71.44,18.69
San Bernardino,CA,164164,3.01,14.78,30.37,14.56,9.0,23.34,17.98,1.72,22.79,12.54,31.91,12.71,10.69,54.27,12.3,24.82,15.67,20.9,3.43,61.49,55.92,65.33,64.98,46.31,55.83,7.94,0.026327331205379986,92.65,52.25,10.55,26.26,2.35130722935601e-05,3047.66,1,10.011666666666667,69.365,20.623333333333335
San Bruno,CA,38961,2.66,11.64,27.46,12.38,9.68,19.09,4.56,6.3,4.77,5.65,15.96,21.32,4.12,67.83,9.14,18.48,10.85,26.21,3.18,77.36,74.56,90.43,79.4,71.93,73.77,2.08,0.013808680475347142,96.46,62.5,1.86,19.14,0.0,282.16,0,3.52,21.71,74.77
San Carlos,CA,26167,2.37,9.03,19.36,8.48,14.25,25.65,2.52,3.98,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,2.82,82.5,81.21,91.83,77.66,62.67,71.0,0.58,0.011235525662093477,97.41,72.37,0.68,21.09,0.0,205.56,0,1.33,21.19,77.48
San Clemente,CA,41100,2.46,10.92,25.28,11.96,11.96,23.47,2.69,1.11,6.99,3.32,9.64,32.37,3.66,67.45,11.7,21.55,7.56,33.65,2.9,78.58,76.82,92.26,70.8,57.93,65.06,1.15,0.04927007299270073,89.19,58.59,0.0,16.54,0.0,315.14,0,3.6,37.93,58.47
San Diego,CA,1110549,2.73,15.18,32.67,17.07,9.3,20.08,8.81,4.41,13.38,8.15,17.74,29.77,5.72,65.09,13.89,25.46,8.76,32.52,3.23,70.7,66.26,79.03,71.98,54.89,62.71,4.5,0.0230750736797746,94.06,48.3,1.94,14.52,3.2236308348393455e-06,1162.84,1,7.399642857142857,45.05392857142857,47.547142857142866
San Dimas,CA,32397,2.96,14.8,26.1,13.03,8.38,16.95,5.8,1.36,5.44,4.09,14.84,26.72,3.42,69.86,17.08,24.37,8.82,34.98,3.26,80.76,75.51,91.6,73.94,62.85,68.31,2.09,0.01639040651912214,95.37,76.18,1.13,20.34,0.0,605.74,0,3.46,64.75,31.8
San Fernando,CA,22580,4.01,17.23,33.45,16.75,6.82,22.3,12.18,5.34,17.68,37.18,59.31,5.41,9.65,61.12,35.42,11.95,33.69,9.64,4.24,74.46,66.15,82.08,82.95,54.11,56.54,6.53,0.007130203720106289,97.22,54.61,1.86,19.88,0.0,1129.23,0,10.24,65.4,24.37
San Francisco,CA,723959,2.37,10.07,26.71,12.21,12.88,23.77,10.42,34.88,12.66,11.33,21.98,35.04,6.2,63.03,9.25,27.26,8.94,34.65,3.21,67.71,61.75,79.31,72.14,62.69,68.6,4.91,0.03161366872985901,93.03,34.52,3.94,27.54,8.550207953765339e-06,1810.07,0,7.671739130434782,36.99608695652174,55.333043478260876
San Gabriel,CA,37120,3.04,13.77,28.64,14.2,11.71,23.06,11.63,4.86,15.17,14.87,29.14,21.79,6.15,59.54,16.25,21.07,13.28,25.09,3.47,73.05,69.01,76.13,80.23,53.92,60.21,3.61,0.014008620689655173,95.92,48.49,1.92,24.42,0.0,822.57,0,9.465,56.84,33.695
San Jacinto,CA,16210,2.69,12.09,24.11,11.02,19.78,44.7,15.74,0.48,15.96,16.5,39.28,7.75,8.24,45.23,12.58,21.54,16.05,18.45,3.2,68.18,63.91,77.36,79.55,45.52,51.69,3.93,0.05077112893275756,87.98,67.17,0.73,38.88,0.0,619.51,0,11.8,61.77,26.43
San Jose,CA,782248,3.13,14.34,30.37,14.46,6.56,15.98,8.94,3.58,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,3.5,74.89,68.69,83.8,77.23,59.45,66.95,3.89,0.011693222609709453,96.47,61.29,2.07,18.74,1.9814687925057014e-06,646.17,1,5.818461538461539,42.87769230769231,51.30384615384616
San Juan,TX,10815,3.88,20.79,32.24,16.43,9.61,27.55,20.09,1.47,38.95,46.88,59.32,7.27,13.29,46.86,10.37,27.56,18.54,17.85,4.11,74.55,67.72,81.48,72.75,52.6,55.71,2.15,0.03458159963014332,88.16,71.91,9.36,23.53,0.0,307.42,0,13.65,71.81,14.54
San Leandro,CA,68223,2.34,10.04,22.85,10.47,17.63,33.34,5.49,9.39,4.98,7.34,20.55,16.93,5.29,60.33,15.25,19.19,14.19,24.07,2.92,72.16,69.45,88.16,71.62,63.08,71.51,1.46,0.015551939961596529,96.49,58.51,0.28,19.79,0.0,904.94,0,4.226666666666667,54.843333333333334,40.93
San Luis Obispo,CA,41958,2.48,23.32,47.67,34.93,10.54,22.18,4.81,2.03,27.39,3.79,11.01,34.88,5.68,57.13,6.26,30.07,7.97,30.38,2.82,70.76,70.13,86.71,70.98,60.97,70.33,1.7,0.02204585537918871,94.83,44.07,0.43,18.81,0.0,589.98,1,2.35,14.03,83.62
San Marcos,TX,28743,2.92,34.04,57.5,44.93,6.27,15.0,6.04,2.35,37.13,20.25,32.16,27.47,10.05,53.32,9.22,34.68,13.07,27.2,3.29,68.47,57.68,75.19,67.69,59.17,68.38,4.32,0.037365619455171695,90.17,31.6,1.86,26.82,0.0,461.98,0,8.23,49.76,42.01
San Marino,CA,12959,3.01,16.08,22.09,11.96,13.98,27.52,1.1,0.99,3.88,1.51,4.77,61.5,2.81,56.28,9.55,35.84,2.28,60.55,3.23,89.99,86.37,96.99,81.88,56.31,57.48,0.6,0.012500964580600356,96.37,93.91,0.0,45.06,0.0,198.88,0,1.3,43.43,55.28
San Mateo,CA,85486,2.41,10.15,24.24,10.96,14.48,26.68,3.67,6.79,6.16,6.39,14.73,30.16,4.25,67.58,11.86,19.86,8.79,31.33,2.98,76.33,73.21,91.74,80.39,66.13,73.35,2.51,0.016938446061343378,96.08,53.17,0.83,17.06,6.32852162927263e-05,440.66,1,2.47,23.1725,74.3575
San Pablo,CA,25158,2.89,13.65,28.82,13.23,9.44,22.99,23.63,11.22,19.02,14.03,34.18,11.64,10.16,55.94,15.39,20.63,17.38,14.03,3.47,58.06,56.36,61.46,57.16,58.63,61.68,7.44,0.028380634390651086,92.42,47.14,3.78,18.35,0.0,2605.96,1,6.62,57.29,36.08
San Rafael,CA,48404,2.39,10.41,24.63,11.92,12.27,24.16,5.21,12.1,8.08,5.82,11.04,38.35,4.77,65.22,8.28,26.05,7.58,38.08,2.85,71.14,69.64,83.89,72.96,63.6,70.1,3.22,0.017436575489628955,96.01,54.47,0.83,16.0,0.0,560.45,1,3.9066666666666667,27.5,68.59333333333333
San Ramon,CA,35303,2.75,14.1,26.5,12.01,4.06,9.64,1.76,1.9,1.75,1.15,4.62,42.86,2.77,78.7,14.35,18.85,4.6,40.29,3.18,84.96,84.35,94.73,85.83,58.34,70.0,1.01,0.0194317763362887,94.93,69.16,0.15,9.04,0.0,79.79,1,1.47,23.99,74.53
Sand Springs,OK,15346,2.71,15.02,25.71,11.23,9.85,24.45,5.66,0.24,8.3,7.49,24.95,14.8,5.44,64.28,23.58,19.76,16.07,24.69,3.13,77.17,73.01,90.34,79.54,59.06,72.65,0.89,0.04131369738042487,89.92,70.89,4.73,64.67,0.0,391.64,0,6.9,66.32,26.78
Sandusky,OH,29764,2.47,13.37,26.24,12.43,13.32,32.21,8.34,0.29,15.4,8.92,28.83,9.53,8.71,58.39,28.31,20.64,23.83,17.79,3.11,62.66,59.05,76.72,70.49,71.61,74.72,4.51,0.0455919903238812,89.89,57.48,0.81,46.06,0.0,290.39,0,5.8,31.3,62.9
Sandwich,MA,15489,2.79,12.41,21.36,9.61,12.82,28.93,2.52,0.94,4.8,1.5,7.93,33.6,4.36,64.51,8.12,23.8,7.04,31.26,3.13,85.14,84.48,94.07,87.66,47.75,64.9,0.61,0.10839950932920137,76.8,83.73,1.19,19.06,0.0,541.89,0,2.88,31.57,65.56
Sandy,UT,75058,3.86,19.8,28.26,11.74,3.14,10.48,2.59,2.34,4.21,1.05,6.93,29.42,3.56,72.82,12.64,22.87,8.39,31.54,4.1,89.17,89.56,95.53,90.14,55.28,65.64,0.43,0.009152921740520664,96.58,87.34,1.31,32.31,0.0,131.68,0,4.46,59.94,35.6
Sanford,ME,20463,2.67,13.4,26.11,11.67,11.81,28.73,7.86,0.74,10.4,12.88,27.39,11.57,7.09,62.32,35.89,19.46,24.25,18.43,3.11,73.92,72.94,80.47,79.58,61.19,72.45,2.37,0.03279089087621561,91.94,63.49,1.34,44.56,0.0,33.66,1,5.798,57.504,36.704
Sanger,CA,16839,3.48,17.14,30.54,15.13,9.22,27.39,18.31,0.0,21.04,34.08,50.77,6.69,15.72,55.32,18.17,15.84,25.55,14.71,3.76,70.65,64.16,70.94,78.15,59.62,68.18,5.65,0.005701051131302334,98.05,56.19,5.21,38.54,0.0,754.26,0,8.7,67.1,24.2
Santa Ana,CA,293742,4.1,17.89,38.27,20.24,5.02,16.16,8.45,8.61,18.15,33.07,50.28,10.59,8.52,66.04,29.87,12.64,26.19,13.96,4.28,75.35,64.77,84.63,80.02,62.19,65.15,6.25,0.011445418087981971,95.52,48.29,3.24,14.66,1.9609044671854894e-05,1091.39,1,8.503333333333334,54.4,37.09666666666667
Santa Barbara,CA,85571,2.49,11.83,28.99,14.97,13.5,27.32,6.01,3.95,12.68,10.13,20.9,33.12,4.6,65.45,11.42,27.61,8.46,31.04,3.04,69.29,63.88,81.66,71.12,62.21,68.78,3.72,0.02194668754601442,94.82,42.17,0.53,17.52,4.230405160626848e-05,779.72,1,6.61,30.712857142857143,62.67714285714286
Santa Clara,CA,93613,2.56,12.82,31.54,15.24,9.11,18.5,5.81,2.44,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,3.06,72.88,69.03,86.38,74.03,63.37,70.9,2.33,0.014186063901381218,96.49,47.07,1.81,14.31,4.454509523249976e-05,482.97,0,4.05,29.573333333333334,66.38333333333333
Santa Clarita,CA,110642,2.88,13.95,27.8,12.98,5.74,13.87,3.73,0.69,3.71,3.76,12.06,25.87,3.51,74.07,19.11,19.71,8.2,33.07,3.25,82.82,81.22,92.56,81.07,59.48,68.17,2.08,0.02403246506751505,93.54,75.72,0.49,19.86,0.0,624.31,0,3.77,58.81,37.42
Santa Fe Springs,CA,15520,3.33,15.81,29.07,14.59,11.06,31.93,17.31,2.65,10.57,14.36,40.94,7.06,8.61,58.33,28.17,16.49,23.17,14.86,3.75,71.46,60.6,78.27,65.92,56.07,61.59,5.43,0.010373711340206185,96.66,64.86,0.62,14.29,0.0,2089.32,0,5.49,60.45,34.06
Santa Maria,CA,61284,3.08,14.37,29.45,14.29,10.97,26.26,13.18,0.44,16.82,18.87,34.29,10.7,7.78,60.36,12.24,17.09,15.68,17.07,3.47,71.8,66.35,76.77,73.96,57.44,64.67,3.62,0.020184713791527968,94.15,53.83,0.16,18.84,0.0,774.19,1,6.97,54.903333333333336,38.129999999999995
Santa Monica,CA,86905,1.94,7.62,21.72,8.68,14.05,21.85,4.76,5.41,9.35,5.51,12.51,43.39,4.81,65.83,9.49,33.55,5.17,46.61,2.8,69.12,69.13,87.94,64.26,58.83,65.1,3.53,0.0332892238651401,93.94,27.51,6.64,40.41,4.292043035498533e-05,1651.73,1,5.744000000000001,39.984,54.274
Santa Paula,CA,25062,3.27,15.72,30.19,14.85,10.71,28.66,11.21,0.63,12.15,23.03,39.95,9.94,7.66,61.27,14.53,17.49,19.59,17.11,3.6,74.66,67.7,83.46,78.91,62.44,68.56,3.51,0.01588061607214109,95.06,58.56,1.26,17.09,0.0,863.57,0,8.27,59.165000000000006,32.565
Santa Rosa,CA,113313,2.48,12.69,24.79,12.06,14.57,29.4,7.34,2.34,8.3,4.94,14.3,26.88,4.62,62.12,12.52,24.6,11.5,28.58,2.98,70.93,69.48,81.39,71.69,60.79,70.3,2.04,0.017809077510965204,95.77,57.87,0.79,13.23,4.792036218262688e-05,537.64,1,5.97,46.025,48.00333333333333
Sapulpa,OK,18074,2.6,14.21,24.63,11.96,14.03,32.09,5.89,0.05,11.89,11.11,29.49,12.41,5.72,57.41,18.23,21.93,18.33,21.64,3.02,74.91,71.02,82.17,80.92,57.55,65.32,1.97,0.03695916786544207,91.23,71.84,5.24,56.29,0.0,279.58,0,7.01,67.245,25.744999999999997
Saraland,AL,11751,2.74,14.76,26.24,12.71,10.2,26.77,3.15,0.19,7.2,9.31,26.99,9.09,4.43,58.87,23.08,19.52,19.05,18.07,3.09,81.46,78.13,92.79,80.28,56.42,63.41,0.86,0.017275125521232237,95.48,76.16,1.48,38.92,0.0,1581.25,0,13.08,66.86,20.06
Sarasota,FL,50961,2.23,10.72,22.78,11.3,21.45,40.1,5.56,1.55,13.25,7.79,23.64,21.0,4.69,55.05,8.58,23.37,10.18,24.92,2.73,55.96,50.44,61.32,57.17,65.83,74.7,4.87,0.08147406840525108,84.61,56.88,2.91,24.86,0.00013284668668197248,1846.45,1,4.641111111111112,22.345555555555556,73.01333333333334
Saratoga,CA,28061,2.79,12.18,19.3,9.92,12.1,23.49,1.84,0.85,1.44,1.53,5.01,57.87,2.86,62.66,31.26,26.83,2.9,57.92,3.02,89.97,89.2,96.2,91.92,56.07,58.63,0.1,0.00944371191333167,97.43,89.43,1.13,40.38,0.0,173.3,0,2.81,24.81,72.38
Saratoga Springs,NY,25001,2.58,19.92,33.11,20.65,11.62,28.57,5.1,1.64,8.87,7.06,16.55,30.79,5.46,59.96,10.86,36.11,9.13,37.74,3.04,76.05,74.35,89.3,80.58,50.28,65.35,1.63,0.04251829926802928,90.11,53.67,0.85,52.49,0.0,1331.08,1,3.12,41.26,55.62
Saugus,MA,25549,2.75,12.55,24.82,12.43,13.93,32.86,5.08,6.27,3.93,5.59,19.43,16.23,5.8,64.27,17.23,20.88,11.0,26.48,3.21,82.07,80.07,95.1,85.95,59.95,69.02,0.75,0.009471994990019179,97.46,77.75,0.83,39.26,0.0,491.54,0,2.71,19.04,78.26
Savannah,GA,137560,2.65,15.02,29.08,14.61,12.64,30.19,11.99,6.22,22.61,11.35,29.91,16.56,7.77,57.11,11.32,27.83,13.96,22.99,3.19,56.86,48.52,64.32,55.93,62.22,70.07,9.14,0.049607444024425705,88.39,50.67,15.67,54.75,0.00019882233207327714,987.42,1,8.69,45.68,45.63
Sayreville,NJ,34986,2.74,11.54,26.87,12.24,11.6,26.26,3.02,8.87,3.1,8.88,21.69,17.0,4.04,67.73,20.04,17.57,15.43,24.85,3.16,83.75,80.93,92.44,83.19,54.96,65.67,1.61,0.01709255130623678,95.52,71.32,2.68,20.23,0.0,284.21,0,2.21,28.52,69.27
Schenectady,NY,65566,2.36,13.47,29.18,14.95,15.01,33.21,10.64,5.09,14.93,8.56,25.24,17.32,7.16,56.99,11.52,29.16,11.34,24.32,2.96,60.67,57.95,69.73,61.93,61.8,69.19,5.57,0.037885489430497514,91.78,46.65,5.43,49.88,7.305615715462282e-05,1033.4,1,5.507142857142857,43.864285714285714,50.62714285714286
Schererville,IN,19926,2.69,13.7,26.8,11.81,6.82,16.2,1.3,2.22,3.43,4.84,12.75,25.25,3.3,70.87,24.98,23.85,13.09,29.56,3.2,86.02,85.0,94.38,79.56,54.37,61.61,0.38,0.01440329218106996,96.27,66.28,1.05,16.38,0.0,24.29,0,1.99,50.25,47.77
Schertz,TX,10555,2.76,13.93,26.76,12.33,8.31,20.18,4.83,0.09,11.42,8.56,19.62,15.23,5.62,67.71,9.82,19.52,10.68,24.61,3.09,79.06,75.43,88.41,72.82,65.79,77.56,1.13,0.026622453813358597,93.15,67.55,0.0,44.13,0.0,278.38,0,6.0,57.38,36.62
Scituate,MA,16786,2.78,12.28,22.69,11.38,11.62,26.04,4.77,5.38,3.91,1.89,6.75,39.95,4.75,65.71,10.39,30.5,5.89,41.33,3.2,84.75,84.17,94.19,90.25,58.0,67.31,0.34,0.05659478136542357,86.4,80.61,9.47,82.0,0.0,39.21,0,2.6,20.56,76.84
Scotch Plains,NJ,21160,2.79,11.38,23.62,10.91,12.65,24.94,2.35,7.6,1.49,4.57,12.02,41.42,3.75,67.53,14.49,28.02,6.01,42.09,3.13,86.47,83.94,96.9,86.91,55.65,65.23,0.67,0.009357277882797731,97.46,81.45,2.53,46.46,0.0,115.14,0,1.33,12.45,86.23
Scottsboro,AL,13786,2.52,14.44,25.21,12.32,12.84,29.19,9.5,0.0,14.52,15.57,32.53,14.88,4.66,59.27,30.63,20.22,24.42,24.39,2.95,76.23,72.2,90.91,71.61,63.19,68.34,1.41,0.031045988684172347,92.76,65.83,1.17,38.32,0.0,373.54,0,11.665,39.9,48.435
Scottsdale,AZ,130069,2.26,10.51,23.46,10.82,14.84,27.53,2.55,1.1,5.89,2.69,9.18,34.51,4.4,64.1,12.2,23.04,5.64,37.47,2.79,75.59,74.32,87.24,75.05,60.43,65.92,1.02,0.08799175822063673,83.42,64.14,0.08,23.68,3.997878049343041e-05,251.6,0,2.5033333333333334,25.218333333333334,72.28333333333333
Scranton,PA,81805,2.51,14.3,25.78,14.07,19.66,41.89,9.79,3.02,15.22,11.05,29.59,13.59,6.55,51.58,19.77,26.23,19.89,21.09,3.08,70.47,68.06,76.85,74.45,54.78,63.29,2.25,0.033249801356885274,92.31,53.67,2.68,47.65,6.980013446610843e-05,288.4,0,5.275,41.71666666666667,53.00833333333333
Seal Beach,CA,25098,1.88,7.58,17.67,8.15,30.19,50.9,3.57,1.08,4.83,4.14,13.68,31.57,2.9,48.61,16.74,28.9,5.31,45.09,2.62,81.61,80.59,87.21,79.77,52.09,68.34,0.5,0.041318033309427044,92.8,75.87,0.1,34.62,0.0,243.44,0,5.78,40.35,53.87
Searcy,AR,15180,2.9,23.54,37.19,25.92,14.14,33.69,7.4,0.49,17.5,13.16,28.18,21.71,5.51,50.94,15.65,36.71,16.27,29.28,2.86,75.13,73.01,87.05,71.15,58.48,70.43,1.2,0.021870882740447958,94.04,59.66,2.11,23.8,0.0,76.49,0,7.12,58.75,34.13
Seaside,CA,38901,3.66,20.34,40.78,24.43,5.07,16.71,7.86,3.56,12.22,9.54,22.08,14.69,4.37,74.2,6.04,23.32,8.43,18.22,3.44,76.63,71.38,83.38,81.63,51.79,64.03,5.13,0.015346649186396237,94.69,37.99,2.18,12.56,0.0,1085.11,1,18.16,45.8,36.04
Seattle,WA,516259,2.18,10.82,27.39,13.6,13.39,25.01,6.35,16.52,12.38,5.17,13.57,37.9,4.88,65.02,13.25,29.83,9.61,36.27,2.84,66.72,63.04,78.96,65.19,64.46,70.53,3.81,0.023883360871190622,95.05,48.88,3.33,22.04,6.760172704010972e-06,1399.84,1,6.415666666666667,59.897666666666666,33.688
Sebastian,FL,10205,2.46,9.62,18.03,7.64,23.89,45.95,3.65,0.0,6.77,7.04,26.53,9.91,5.66,48.43,8.22,19.42,13.47,20.69,2.74,80.47,75.83,89.36,82.0,62.3,69.76,1.68,0.04576188143067124,89.87,82.22,0.21,25.05,0.0,339.96,0,5.12,27.99,66.88
Secaucus,NJ,14061,2.61,11.02,24.24,11.9,15.11,28.05,3.52,13.85,5.18,9.55,26.13,24.07,3.87,61.4,14.32,17.9,10.83,34.92,3.04,79.65,76.33,93.49,92.44,48.08,62.62,1.59,0.04416471090249627,89.67,65.17,0.32,34.3,0.0,271.86,0,1.27,10.74,87.99
Sedalia,MO,19800,2.35,12.59,24.72,11.63,17.34,38.71,7.68,0.27,15.01,14.66,30.89,11.26,9.11,55.7,24.05,23.57,23.19,20.88,2.92,73.8,68.45,79.35,71.29,71.99,74.37,1.26,0.045353535353535354,90.36,69.0,2.0,47.66,0.0,582.45,0,8.0,43.46,48.55
Seguin,TX,18853,2.97,16.96,29.57,15.82,12.99,30.68,12.37,0.0,27.8,26.36,44.73,12.55,8.74,54.13,24.33,22.54,22.55,17.96,3.35,66.54,60.96,62.31,56.98,66.0,67.43,3.26,0.04222139712512597,88.86,58.69,4.52,48.62,0.0,765.85,0,8.79,55.29,35.92
Selma,AL,23755,2.72,16.96,27.15,13.5,13.84,36.45,19.72,0.29,35.71,16.59,39.46,15.59,10.89,46.94,23.33,28.76,21.95,25.57,3.3,50.33,42.57,56.43,54.01,59.79,61.43,13.18,0.03472953062513155,91.37,53.35,2.91,49.21,0.0,3268.26,0,14.265,68.705,17.03
Shakopee,MN,11739,2.82,14.27,29.74,13.76,7.71,21.53,4.82,0.59,5.08,8.37,18.38,12.0,4.65,71.72,26.93,18.24,19.8,21.71,3.2,80.14,80.64,88.58,86.74,74.2,81.34,3.19,0.01507794531050345,95.92,70.67,0.56,33.9,0.0,258.16,0,2.35,57.26,40.39
Sharon,MA,15517,2.96,12.35,19.86,9.61,8.8,20.58,2.32,10.34,3.91,2.02,6.31,51.19,4.59,71.32,13.45,33.76,3.72,47.79,3.26,90.69,89.8,93.51,88.16,55.77,69.42,0.24,0.006895662821421666,98.0,87.74,1.87,31.78,0.0,112.63,0,2.12,27.06,70.82
Shawnee,OK,26017,2.52,16.37,28.47,16.04,15.57,35.61,11.0,0.1,21.21,11.58,30.55,13.97,9.12,50.99,14.59,26.07,15.44,26.37,2.99,70.1,65.93,75.58,69.96,59.58,66.32,1.93,0.05561748087788754,87.72,64.32,2.7,56.67,0.0,438.5,0,3.96,42.065,53.974999999999994
Sheboygan,WI,49676,2.52,12.53,25.65,11.6,14.9,31.72,7.47,2.26,9.31,11.53,24.6,13.24,5.25,63.56,37.26,19.5,26.5,19.59,3.06,78.28,77.67,86.41,80.17,67.06,76.61,1.85,0.017815444077622998,95.7,61.63,1.02,46.21,0.0,145.74,0,3.58,49.685,46.73
Sheffield,AL,10380,2.4,12.99,24.33,12.35,18.09,37.84,11.17,0.17,20.96,15.03,34.2,13.58,7.43,53.23,21.97,22.56,22.68,20.48,2.97,65.54,57.86,74.84,64.16,60.91,69.21,6.18,0.03689788053949904,91.87,65.74,2.35,45.69,0.0,241.31,0,11.09,58.22,30.68
Shelby,NC,14669,2.41,13.33,24.32,12.14,17.75,36.41,12.54,0.0,19.27,16.77,38.97,15.76,8.57,54.03,35.81,21.38,28.15,22.8,2.96,48.59,44.02,53.46,47.37,61.56,72.71,9.56,0.02679119231031427,93.93,52.75,4.07,37.4,0.0,1419.06,0,6.94,64.13333333333334,28.930000000000003
Shelbyville,TN,14049,2.47,13.8,26.42,13.1,15.54,31.52,11.33,0.0,19.77,24.88,44.71,10.09,6.23,57.91,38.9,14.03,30.15,15.49,2.94,64.3,60.39,68.87,71.86,70.77,74.66,5.03,0.03409495337746459,92.23,60.05,1.46,41.75,0.0,583.99,0,9.23,55.6,35.18
Shelton,CT,35418,2.84,12.09,24.14,11.51,10.81,24.84,2.8,1.02,2.5,6.88,16.88,23.93,4.44,68.34,26.5,20.11,10.72,31.61,3.2,86.45,83.98,93.32,89.32,57.08,69.48,0.92,0.014879439832853352,95.94,79.48,5.31,34.35,0.0,43.35,0,1.68,18.05,80.28
Sheridan,WY,13900,2.37,13.69,22.59,10.5,14.95,33.24,6.39,0.0,10.73,8.47,20.22,16.97,5.82,59.56,5.97,30.5,13.53,22.62,2.97,71.07,72.39,78.11,77.37,69.62,75.23,1.69,0.04446043165467626,90.46,64.74,1.29,37.06,0.0,134.03,0,5.9,69.21,24.89
Sherman,TX,31601,2.54,15.73,28.57,15.16,14.26,32.68,7.02,0.0,15.61,9.07,24.86,19.23,7.19,57.76,25.33,27.59,15.74,27.28,2.99,68.41,64.64,75.18,70.94,67.43,72.96,2.47,0.057181734755229266,87.33,57.83,2.77,42.34,0.0,722.02,0,5.47,31.74,62.79999999999999
Sherwood,AR,18893,2.69,14.39,26.78,11.9,6.96,17.78,2.53,0.53,4.25,2.56,12.78,23.47,3.55,72.16,12.59,23.61,10.93,28.07,3.05,82.64,80.91,89.43,85.96,71.97,77.53,0.41,0.018895887365690995,95.16,73.13,2.52,33.89,0.0,270.39,0,6.62,58.45,34.92
Shreveport,LA,198525,2.62,14.85,26.52,12.86,12.14,28.14,10.96,3.38,25.26,10.01,25.92,19.61,11.45,54.26,12.86,29.93,12.91,26.97,3.2,57.58,49.49,61.71,57.85,63.76,69.41,10.19,0.05957939806069765,86.48,60.5,17.65,54.06,5.5056038282332195e-05,1291.41,0,10.545833333333333,47.879999999999995,41.57416666666667
Shrewsbury,MA,24146,2.6,11.73,24.26,11.14,12.62,26.41,2.51,0.54,3.76,3.94,12.83,36.63,4.95,66.24,20.7,24.86,7.45,38.4,3.12,86.54,85.93,91.91,85.65,57.08,67.89,0.74,0.031185289488942267,92.51,70.39,0.93,47.41,0.0,421.34,0,2.65,25.61,71.74
Sierra Madre,CA,10762,2.32,8.79,20.17,8.56,13.45,24.66,3.39,1.69,5.24,2.85,8.03,39.91,2.43,67.43,10.33,37.32,4.85,46.94,2.9,75.04,75.34,89.73,69.84,53.06,63.85,0.87,0.022207768072848914,95.09,60.9,1.67,39.75,0.0,138.54,0,9.4,55.6,35.01
Sierra Vista,AZ,32983,2.83,15.84,32.56,16.38,6.77,15.7,4.65,2.72,10.73,3.11,9.86,23.83,5.47,69.12,5.48,22.22,8.18,32.95,3.13,79.74,78.09,87.97,80.61,62.35,67.43,1.59,0.03804990449625565,90.29,45.97,0.48,31.87,0.0,111.07,0,7.42,55.81,36.77
Silver City,NM,10683,2.76,17.89,28.35,15.03,12.93,30.92,12.29,0.0,24.03,13.62,27.47,19.7,11.22,49.38,3.71,33.46,11.88,23.34,3.21,66.33,65.65,63.56,68.74,41.09,59.31,3.39,0.03603856594589535,90.95,62.76,2.34,36.62,0.0,597.12,0,7.47,85.41,7.12
